id,Inches,Weight,Company_enc,Type_enc,Sys_enc,HD,Touch,Ram,IPS,4K,Screen_Enc,HDD,SSD,Flash,Hybrid,Core,CPU_enc,GHz,GPU_enc,Price_euros
308,17.3,4.14,11,1,5,1,0,16,0,0,4,1000,0,0,0,1,81,2.7,75,2199.0
72,15.6,2.2,2,3,5,0,0,4,0,0,1,500,0,0,0,2,30,1.6,31,369.0
454,15.6,2.2,4,3,5,1,0,8,0,0,4,1000,0,0,0,1,72,1.6,4,675.0
978,17.3,2.43,11,1,5,1,0,16,1,1,14,2000,512,0,0,1,80,2.6,65,2649.0
581,14.0,1.45,12,3,5,1,0,4,1,0,4,0,32,0,0,4,36,1.1,34,389.0
1192,13.3,1.37,1,4,8,0,0,8,1,0,11,0,512,0,0,1,58,3.1,48,2040.0
1268,14.0,1.75,10,4,5,1,0,8,1,0,4,0,256,0,0,1,93,1.8,27,1215.38
1160,13.3,1.37,10,0,5,1,1,8,1,0,4,0,256,0,0,1,85,2.7,42,1757.42
1040,15.6,2.38,10,3,5,0,0,4,0,0,1,500,0,0,0,1,63,2.5,42,1055.0
658,15.6,1.93,4,3,5,1,0,8,0,0,4,0,256,0,0,1,87,2.8,57,1369.0
1018,15.6,2.1,10,0,5,1,1,4,1,0,4,0,256,0,0,1,59,2.3,38,867.0
531,15.6,2.4,10,1,5,1,0,16,1,0,4,2000,256,0,0,1,89,2.8,63,1129.0
723,12.5,1.6,4,4,5,1,0,8,0,0,4,0,256,0,0,1,87,2.8,42,1690.0
1077,15.6,2.3,10,3,5,1,0,8,0,0,4,1000,0,0,0,1,63,2.5,59,819.0
877,13.3,1.2,2,4,5,1,0,8,1,0,4,0,512,0,0,1,39,0.9,37,729.0
645,15.6,1.86,7,3,5,0,0,4,0,0,1,1000,0,0,0,1,63,2.5,42,488.69
342,15.6,1.86,7,3,5,1,0,4,0,0,4,1000,0,0,0,1,48,2.0,38,469.0
426,17.3,4.14,11,1,5,1,0,16,0,0,4,1000,512,0,0,1,90,2.9,66,2729.0
753,14.0,1.8,10,3,5,1,0,8,0,0,4,0,256,0,0,1,60,2.3,38,1191.0
261,13.5,1.252,13,4,6,0,1,8,0,0,7,0,256,0,0,1,87,2.8,47,1867.85
395,12.0,0.92,1,4,3,0,0,8,1,0,8,0,0,512,0,1,38,1.2,39,1165.0
766,15.6,1.9,10,3,4,0,0,4,0,0,1,1000,0,0,0,1,63,2.5,42,489.9
209,15.0,2.08,4,0,5,1,1,4,0,0,4,500,0,0,0,1,51,2.4,42,509.0
1138,14.0,1.54,7,4,7,0,0,8,0,0,10,0,256,0,0,1,77,2.5,38,2198.19
64,14.0,1.96,10,4,5,1,0,8,1,0,4,0,256,0,0,1,89,2.8,61,1903.0
1161,13.3,1.5,2,0,5,1,1,6,0,0,4,1000,0,0,0,1,63,2.5,42,639.01
366,13.3,1.16,7,3,5,1,0,8,0,0,4,0,256,0,0,1,59,2.3,38,1690.0
92,15.6,2.4,0,3,5,0,0,4,0,0,1,500,0,0,0,1,8,2.2,12,387.0
50,12.5,1.09,7,4,5,1,1,8,0,1,14,0,240,0,0,1,40,1.2,37,3100.0
656,13.3,1.2,16,4,5,0,0,8,0,0,1,0,256,0,0,1,59,2.3,38,1095.0
606,14.0,1.5,10,3,5,0,0,2,0,0,1,0,0,64,0,2,30,1.6,31,229.0
503,15.6,2.32,10,3,7,1,0,4,0,0,4,0,0,0,1000,1,77,2.5,38,825.0
1288,15.6,2.18,4,3,5,0,0,4,0,0,1,1000,0,0,0,1,63,2.5,16,684.99
1193,14.0,1.8,10,0,5,1,1,4,1,0,4,0,0,0,0,1,77,2.5,38,638.0
188,13.3,1.2,16,3,5,1,0,8,0,0,4,0,256,0,0,1,59,2.3,38,1213.0
945,13.3,1.24,4,0,5,1,1,8,0,0,4,0,256,0,0,1,70,1.2,41,1899.0
1024,15.6,1.86,7,3,5,0,0,4,0,0,1,500,0,0,0,1,48,2.0,4,438.69
53,17.3,2.5,7,3,5,1,0,4,1,0,4,0,256,0,0,1,48,2.0,13,699.0
981,15.6,2.2,10,3,5,1,0,8,0,0,4,1000,0,0,0,1,85,2.7,54,899.0
1282,15.6,2.6,10,1,5,1,1,16,1,0,4,1000,0,0,0,1,80,2.6,73,1029.0
721,15.6,2.1,7,3,5,1,0,6,0,0,4,1000,0,0,0,1,3,2.7,5,529.0
441,15.6,2.18,4,3,2,0,0,4,0,0,1,1000,0,0,0,1,63,2.5,38,521.86
1222,13.3,1.38,7,4,5,1,0,8,1,0,4,0,256,0,0,1,85,2.7,79,1119.0
992,15.6,2.18,4,3,5,1,0,8,0,0,4,0,256,0,0,1,85,2.7,59,1009.9
1271,11.6,1.1,2,0,5,0,1,2,0,0,0,0,0,32,0,2,33,1.1,34,275.0
546,15.6,2.2,2,3,5,0,0,4,0,0,1,500,0,0,0,2,30,1.6,31,369.0
541,14.0,1.43,7,3,7,1,0,8,0,0,4,0,256,0,0,1,59,2.3,38,1469.0
915,14.0,1.95,14,1,5,1,0,16,0,0,4,0,256,0,0,1,89,2.8,65,2599.0
543,13.3,1.37,10,0,5,1,1,8,1,0,4,0,512,0,0,1,63,2.5,42,1825.0
139,15.6,2.04,7,3,5,0,1,4,0,0,0,1000,0,0,0,1,72,1.6,50,521.47
929,15.6,2.3,4,3,2,0,0,8,0,0,1,1000,0,0,0,1,85,2.7,18,805.99
565,15.6,2.04,7,3,5,0,0,8,0,0,1,2000,0,0,0,1,85,2.7,42,629.0
300,15.6,2.2,10,3,5,0,0,8,0,0,1,0,256,0,0,1,63,2.5,42,597.0
960,15.6,1.86,7,3,4,0,0,4,0,0,1,0,0,0,0,2,32,1.6,32,299.0
750,17.3,2.75,7,1,5,1,0,8,1,0,4,1000,0,0,0,1,60,2.3,74,1399.0
362,15.6,2.37,2,3,5,0,0,4,0,0,1,0,256,0,0,1,85,2.7,42,849.9
808,13.3,1.36,16,4,5,1,1,16,0,0,4,0,512,0,0,1,77,2.5,38,1877.0
263,15.6,2.62,4,1,5,1,0,8,0,0,4,0,0,0,1000,1,89,2.8,62,899.0
701,14.0,1.25,16,3,5,1,1,8,1,0,4,0,256,0,0,1,63,2.5,42,1535.0
549,11.6,1.4,0,2,5,0,0,4,0,0,1,0,0,32,0,2,30,1.6,31,269.0
530,17.3,2.8,2,3,5,0,0,4,0,0,1,1000,0,0,0,4,100,1.1,54,470.34
1010,14.0,1.87,10,3,5,1,0,8,1,0,4,0,256,0,0,1,63,2.5,54,857.07
382,15.6,2.4,10,1,4,1,0,8,1,0,4,0,256,0,0,1,66,2.5,62,779.0
80,15.6,2.04,4,3,5,1,1,8,1,1,14,0,256,0,0,1,60,2.3,60,2250.68
939,15.6,2.62,4,1,5,1,0,8,0,0,4,0,256,0,0,1,66,2.5,62,985.0
789,14.0,1.64,7,3,5,1,0,8,0,0,4,0,256,0,0,1,85,2.7,57,1185.43
1239,15.6,2.3,10,3,5,1,0,8,0,0,4,0,256,0,0,1,59,2.3,38,1049.6
871,15.6,1.84,7,3,5,1,0,8,0,0,4,0,256,0,0,1,85,2.7,42,1304.0
218,12.5,1.26,7,4,5,1,0,4,0,0,4,500,0,0,0,1,63,2.5,42,1539.0
1182,15.6,1.88,4,4,5,1,0,8,0,0,4,0,256,0,0,1,94,1.9,50,1298.0
928,15.6,1.91,7,3,5,0,0,8,0,0,1,0,256,0,0,1,63,2.5,4,618.99
722,15.6,2.2,10,3,5,0,0,8,0,0,1,1000,0,0,0,1,46,2.0,38,459.0
126,15.6,2.2,4,3,2,1,0,8,0,0,4,1000,0,0,0,1,72,1.6,4,647.0
486,14.0,1.42,10,0,5,0,1,16,0,0,10,0,512,0,0,1,85,2.7,42,2509.0
1230,15.6,2.2,16,3,5,1,0,8,1,0,4,0,256,0,0,1,77,2.5,56,1043.0
823,15.6,2.0,4,3,5,1,0,8,0,0,4,0,256,0,0,1,72,1.6,59,1142.75
1300,15.6,2.36,4,3,5,1,0,8,0,0,4,1000,0,0,0,1,63,2.5,24,638.8
1190,15.6,1.86,7,3,5,0,0,4,0,0,1,500,0,0,0,1,48,2.0,38,439.0
401,15.6,2.1,0,3,5,0,0,4,0,0,1,1000,0,0,0,4,100,1.1,35,363.51
427,13.3,1.37,1,4,8,0,0,8,1,0,11,0,0,0,0,1,56,2.3,47,1339.69
990,12.5,0.99,10,4,5,0,1,8,1,0,10,0,512,0,0,1,40,1.2,37,1399.0
1043,15.6,1.98,4,3,5,1,0,8,0,0,4,1000,0,0,0,1,85,2.7,61,961.0
720,17.3,2.4,10,3,7,1,0,16,1,1,14,0,512,0,0,1,82,2.7,80,2968.0
973,15.6,2.5,0,3,2,1,0,8,0,0,4,0,256,0,0,1,89,2.8,63,979.0
191,11.6,1.25,10,2,1,0,0,4,0,0,1,0,16,0,0,2,32,1.6,32,265.0
96,17.3,3.78,7,1,5,1,0,16,1,0,4,1000,256,0,0,1,89,2.8,62,1498.0
1233,15.6,2.2,10,3,4,1,0,8,0,0,4,1000,0,0,0,1,85,2.7,59,659.01
526,14.0,1.22,17,3,5,0,0,4,0,0,4,0,0,32,0,2,33,1.1,34,202.9
1122,15.6,3.2,10,1,5,1,0,8,1,0,4,1000,256,0,0,1,89,2.8,65,1399.0
325,15.6,1.86,7,3,4,0,0,4,0,0,1,500,0,0,0,1,48,2.0,38,364.9
315,15.6,2.6,10,3,5,1,0,8,1,0,4,1000,0,0,0,1,80,2.6,73,899.0
554,15.6,1.84,7,4,5,1,0,8,0,0,4,0,512,0,0,1,85,2.7,42,1389.0
902,15.6,1.88,7,4,7,1,0,8,0,0,4,0,256,0,0,1,77,2.5,38,2171.72
890,15.6,2.14,4,3,5,0,0,8,0,0,1,1000,0,0,0,1,63,2.5,42,539.95
697,12.5,1.36,10,4,5,1,0,8,1,0,4,0,256,0,0,1,63,2.5,42,1429.0
709,15.6,2.2,2,1,5,1,0,16,0,0,4,1000,256,0,0,1,89,2.8,66,2449.0
130,15.6,2.4,11,1,5,1,0,16,0,0,4,1000,256,0,0,1,89,2.8,62,1294.0
972,13.3,1.6,0,0,5,1,1,8,1,0,4,0,256,0,0,1,72,1.6,50,999.0
333,17.3,4.42,4,1,5,1,0,32,1,0,4,1000,1000,0,0,1,89,2.8,67,3588.8
1142,15.6,2.3,4,3,5,1,0,4,0,0,4,500,0,0,0,1,63,2.5,18,585.0
934,13.3,1.29,4,4,5,1,1,16,0,0,13,0,512,0,0,1,88,2.5,47,2240.0
520,17.3,2.8,4,3,5,1,0,8,0,0,4,1000,0,0,0,1,93,1.8,5,1142.0
1111,15.6,1.84,7,3,5,1,0,8,0,0,4,500,256,0,0,1,61,2.4,38,2103.34
256,14.0,2.0,2,3,5,1,0,8,0,0,4,1000,256,0,0,1,85,2.7,42,1334.0
156,12.5,1.34,4,0,5,1,1,8,0,0,4,0,256,0,0,1,63,2.5,42,1670.0
305,15.6,2.2,16,3,5,0,0,8,0,0,1,500,0,0,0,1,77,2.5,56,812.0
169,15.6,2.2,0,3,1,0,0,4,0,0,1,0,16,0,0,2,28,1.5,31,209.0
1254,17.3,4.36,4,1,5,1,0,16,1,1,14,1000,512,0,0,1,89,2.8,66,3154.0
1191,15.6,2.2,4,3,2,1,0,8,0,0,4,0,256,0,0,1,85,2.7,18,749.01
437,15.6,2.08,4,0,5,1,1,8,1,0,4,1000,0,0,0,1,93,1.8,50,819.0
1177,14.0,2.8,10,0,5,0,1,16,1,0,10,0,512,0,0,1,79,2.6,38,2440.0
377,15.6,2.0,4,3,5,1,0,8,0,0,4,0,256,0,0,1,89,2.8,62,1820.0
667,13.3,1.44,10,3,5,1,0,8,1,0,4,0,256,0,0,1,63,2.5,42,960.0
616,17.3,3.14,7,5,5,1,0,8,0,0,4,500,0,0,0,1,89,2.8,82,1907.99
1103,12.3,1.1,6,4,1,0,1,8,0,0,9,0,256,0,0,1,71,1.2,41,1559.0
2,14.0,1.48,7,4,5,1,0,8,0,0,4,0,512,0,0,1,85,2.7,42,2089.0
583,17.3,2.7,11,1,5,1,0,8,0,0,4,0,256,0,0,1,89,2.8,63,1349.0
1257,14.0,1.7,10,3,5,1,0,8,0,0,4,0,256,0,0,1,59,2.3,38,1186.0
848,15.6,2.18,4,3,5,1,0,4,0,0,4,1000,0,0,0,1,63,2.5,42,657.0
112,13.3,1.34,1,4,8,0,0,8,0,0,2,0,0,256,0,1,55,1.8,40,1158.7
1013,15.6,2.2,0,3,5,1,0,8,1,0,4,0,256,0,0,1,93,1.8,79,841.0
1203,15.6,2.0,2,3,2,1,0,4,0,0,4,0,256,0,0,1,63,2.5,42,559.0
1166,17.3,2.8,4,3,5,1,0,8,1,0,4,1000,0,0,0,1,72,1.6,5,979.0
435,14.0,1.42,10,0,5,0,1,16,0,0,10,0,1000,0,0,1,85,2.7,42,2824.0
633,14.0,1.5,2,3,5,1,0,4,0,0,4,0,0,32,0,2,33,1.1,34,298.0
43,15.6,1.86,7,3,5,1,0,8,0,0,4,1000,0,0,0,1,63,2.5,42,639.0
825,13.3,1.05,16,3,5,1,0,4,0,0,4,0,0,0,0,1,63,2.5,42,1285.0
329,17.3,2.9,2,1,5,1,0,16,0,0,4,1000,256,0,0,1,89,2.8,66,2122.0
602,15.6,1.95,10,3,5,1,0,8,1,0,4,0,256,0,0,1,63,2.5,42,1390.0
878,12.5,1.3,10,4,5,0,0,8,1,0,0,0,180,0,0,1,59,2.3,38,1099.0
70,17.3,3.4,10,3,5,1,0,8,1,0,4,0,256,0,0,1,89,2.8,90,2999.0
770,15.6,2.65,4,1,5,1,0,16,1,0,4,1000,0,0,0,1,89,2.8,63,1349.0
965,15.6,1.98,4,3,2,1,0,8,0,0,4,0,256,0,0,1,85,2.7,61,895.01
570,14.0,1.45,0,3,1,0,0,4,0,0,1,0,0,32,0,2,29,1.6,36,375.0
282,14.0,1.5,10,3,5,0,0,2,0,0,1,0,0,64,0,2,30,1.6,31,229.0
7,15.6,1.9,7,3,5,1,0,8,0,0,4,1000,0,0,0,1,85,2.7,0,1269.0
120,14.0,1.25,2,4,5,1,0,8,0,0,4,0,256,0,0,1,93,1.8,50,1099.0
189,15.6,2.2,2,1,5,1,0,16,1,0,4,1000,0,0,0,1,89,2.8,65,1449.0
301,14.0,1.3,2,4,5,1,0,16,0,0,4,0,512,0,0,1,93,1.8,79,1495.0
490,15.6,1.86,7,3,4,0,0,4,0,0,1,500,0,0,0,1,63,2.5,42,393.9
913,15.6,2.3,4,3,2,0,0,8,0,0,1,1000,0,0,0,1,85,2.7,18,805.99
296,14.0,1.63,7,0,5,1,1,4,1,0,4,0,0,0,0,1,51,2.4,59,699.0
1078,14.0,1.54,7,3,7,1,0,4,0,0,4,0,256,0,0,1,59,2.3,38,1099.99
577,15.6,2.24,4,3,7,0,0,4,0,0,1,500,0,0,0,1,59,2.3,14,769.15
452,10.1,0.69,10,0,0,0,1,4,1,0,5,0,0,64,0,1,27,1.44,32,549.0
841,12.5,1.26,7,4,5,1,0,8,0,0,4,0,256,0,0,1,77,2.5,38,1349.0
356,17.3,4.42,4,1,5,0,0,16,1,0,10,1000,256,0,0,1,90,2.9,66,2799.0
267,15.6,2.2,10,3,4,0,0,8,0,0,1,0,256,0,0,1,48,2.0,55,499.0
425,15.6,1.96,7,3,5,0,0,4,0,0,1,1000,0,0,0,4,99,1.6,33,500.0
465,15.6,2.0,7,5,5,1,0,8,1,0,4,0,0,0,0,1,82,2.7,81,2249.0
755,13.0,1.05,8,4,5,1,0,8,1,0,6,0,256,0,0,1,63,2.5,42,1349.0
754,15.6,3.2,10,1,5,1,0,16,1,0,4,1000,512,0,0,1,89,2.8,65,1749.0
598,14.0,1.64,7,3,5,0,0,4,0,0,1,500,0,0,0,1,51,2.4,42,684.0
48,15.6,2.1,7,3,5,1,0,8,0,0,4,1000,0,0,0,1,72,1.6,50,794.0
434,14.0,1.8,0,3,5,1,0,4,1,0,4,0,0,0,0,1,51,2.4,42,636.0
328,15.6,2.2,16,3,5,1,0,8,1,0,4,0,256,0,0,1,77,2.5,38,1399.0
1051,11.6,1.15,15,2,1,0,0,4,0,0,1,0,0,16,0,2,32,1.6,32,269.0
248,15.6,2.1,16,3,5,0,0,4,0,0,1,500,0,0,0,1,47,2.2,38,447.0
100,14.0,1.6,4,3,5,1,0,8,0,0,4,0,0,0,0,1,63,2.5,43,1119.0
575,15.6,1.9,10,3,4,0,0,4,0,0,1,1000,0,0,0,1,48,2.0,18,368.0
561,15.6,2.2,4,3,2,1,0,8,0,0,4,0,256,0,0,1,72,1.6,4,677.35
814,15.6,2.3,10,3,5,1,0,8,0,0,4,0,256,0,0,1,59,2.3,38,1349.0
1028,14.0,1.7,10,3,4,1,0,8,1,0,4,0,256,0,0,1,52,2.7,42,599.0
453,15.6,2.5,10,1,5,1,0,8,1,0,4,1000,0,0,0,1,89,2.8,65,1189.0
68,15.6,2.18,4,3,2,0,0,4,0,0,1,1000,0,0,0,1,46,2.0,38,443.9
729,15.6,2.65,4,1,5,1,0,8,0,0,4,1000,0,0,0,1,66,2.5,62,999.0
759,14.0,1.47,16,3,5,1,0,4,1,0,4,0,0,0,0,1,59,2.3,38,1105.0
359,14.0,1.7,10,0,5,1,1,8,0,0,4,0,256,0,0,1,63,2.5,42,999.0
493,14.0,1.32,10,4,5,0,0,24,0,0,10,0,512,0,0,1,85,2.7,42,2382.0
692,15.4,1.83,1,4,8,0,0,16,1,0,12,0,256,0,0,1,75,2.8,7,2439.97
24,17.3,2.7,11,1,5,1,0,16,0,0,4,1000,256,0,0,1,89,2.8,63,1492.8
856,15.6,2.8,4,5,5,1,0,16,0,1,14,1000,256,0,0,1,101,3.0,82,3055.0
704,15.6,2.2,4,3,5,0,0,2,0,0,1,500,0,0,0,2,30,1.6,31,379.0
1171,15.6,2.1,10,3,5,0,0,4,0,0,1,500,0,0,0,1,59,2.3,38,540.0
354,17.3,2.9,2,1,5,1,0,16,0,0,4,1000,256,0,0,1,89,2.8,62,1407.0
590,15.6,3.21,4,1,5,1,0,16,0,0,4,1000,256,0,0,1,89,2.8,66,2774.63
413,15.6,1.8,10,3,5,1,0,4,0,0,4,0,256,0,0,1,72,1.6,50,829.0
1157,15.6,2.2,4,3,2,1,0,4,0,0,4,0,256,0,0,1,48,2.0,18,485.0
0,13.3,1.3,4,4,5,1,0,8,0,0,13,0,256,0,0,1,77,2.5,38,1268.0
626,17.3,2.7,11,1,5,1,0,8,0,0,4,1000,0,0,0,1,89,2.8,65,1486.77
677,14.0,1.63,7,3,5,1,0,8,0,0,4,0,256,0,0,1,93,1.8,50,988.0
637,13.3,1.4,4,4,5,1,0,8,1,0,4,0,256,0,0,1,93,1.8,5,955.0
1211,15.6,2.31,7,3,5,0,0,4,0,0,1,500,0,0,0,1,50,2.3,38,705.15
245,15.6,2.23,4,5,5,1,0,8,0,0,4,1000,0,64,0,1,101,3.0,89,1993.0
1094,14.0,1.8,10,0,5,1,1,4,1,0,4,0,0,0,0,1,77,2.5,38,638.0
388,15.6,2.06,4,3,5,1,0,16,0,0,4,0,512,0,0,1,89,2.8,62,1899.0
1280,13.9,1.38,10,0,5,1,1,8,1,0,4,0,256,0,0,1,85,2.7,42,1079.0
593,15.6,2.2,0,3,5,1,0,4,1,0,4,1000,0,0,0,1,72,1.6,79,613.0
352,17.3,3.2,2,1,5,1,0,8,0,0,4,1000,256,0,0,1,22,3.0,29,1299.0
955,15.6,2.2,4,3,5,1,0,4,0,0,4,0,256,0,0,1,48,2.0,18,498.9
713,14.0,1.9,10,3,5,1,0,8,1,0,4,0,256,0,0,1,63,2.5,42,938.0
379,15.6,2.1,7,3,5,1,0,8,1,0,4,1000,0,0,0,1,51,2.4,58,716.0
16,13.3,1.49,7,3,5,1,0,4,0,0,4,0,0,0,0,1,51,2.4,42,719.0
1005,15.6,1.84,7,3,5,1,0,8,0,0,4,0,256,0,0,1,77,2.5,38,1228.99
1053,15.6,2.2,10,3,5,1,0,4,0,0,4,0,0,0,0,4,100,1.1,35,349.0
669,13.9,1.38,10,0,5,1,1,8,1,0,4,0,256,0,0,1,85,2.7,42,1349.0
402,15.6,2.32,4,3,5,1,0,16,0,0,4,2000,0,0,0,1,85,2.7,24,989.99
849,12.0,0.92,1,4,3,0,0,8,1,0,8,0,0,256,0,1,37,1.1,39,1163.0
323,13.3,1.37,1,4,8,0,0,8,1,0,11,0,256,0,0,1,58,3.1,48,1803.6
615,13.3,1.29,7,3,1,1,0,4,0,0,13,0,0,32,0,2,96,1.5,37,615.0
389,15.6,2.3,10,3,5,1,0,8,0,0,4,0,256,0,0,1,63,2.5,42,830.0
1084,15.6,2.1,10,3,5,1,0,8,1,0,4,1000,256,0,0,1,72,1.6,27,1144.5
1261,15.6,2.8,11,1,5,1,0,16,1,0,4,1000,256,0,0,1,89,2.8,66,2099.0
562,17.3,2.83,4,3,2,1,0,8,0,0,4,1000,0,0,0,1,85,2.7,24,865.0
768,13.3,1.5,10,3,5,1,0,4,1,0,4,0,0,0,0,1,51,2.4,42,549.0
164,13.9,1.4,10,0,5,1,1,16,1,1,14,0,512,0,0,1,93,1.8,50,2099.0
525,14.0,1.5,10,3,1,0,0,4,0,0,1,0,0,16,0,4,35,1.6,32,325.0
134,15.6,2.65,4,1,5,1,0,16,1,0,4,1000,256,0,0,1,89,2.8,65,1499.0
743,15.6,2.3,2,1,5,1,0,8,1,0,4,1000,0,0,0,1,66,2.5,65,1649.0
821,15.6,2.2,10,3,5,1,0,4,0,0,4,0,0,0,0,1,48,2.0,38,499.0
836,15.6,2.4,16,3,5,1,0,16,1,0,4,0,256,0,0,1,79,2.6,56,1975.0
824,11.6,1.47,4,0,5,0,1,4,0,0,0,500,0,0,0,4,99,1.6,33,479.0
464,14.0,1.95,16,3,5,1,0,8,0,0,4,0,256,0,0,1,59,2.3,38,1180.0
410,15.6,2.3,4,3,5,1,0,16,0,0,4,0,256,0,0,1,85,2.7,24,1181.27
1302,15.6,2.1,10,3,5,1,0,8,1,0,4,0,256,0,0,1,93,1.8,27,1229.56
129,15.6,2.3,7,0,5,0,1,4,0,0,0,500,0,0,0,1,63,2.5,42,684.8
700,14.0,1.8,10,0,5,1,1,8,1,0,4,0,256,0,0,1,77,2.5,38,1669.0
127,15.6,1.85,10,3,5,1,0,4,0,0,4,1000,0,0,0,1,85,2.7,42,779.0
1228,15.6,1.63,2,4,5,1,0,16,0,0,4,0,512,0,0,1,85,2.7,59,1468.0
203,14.0,1.3,17,3,5,1,0,4,1,0,4,0,0,32,0,2,33,1.1,34,260.0
262,12.5,1.26,7,4,5,1,0,8,0,0,4,0,256,0,0,1,85,2.7,42,1335.0
883,17.3,4.42,4,1,5,1,0,32,0,0,4,1000,256,0,0,1,80,2.6,66,2800.0
976,14.0,1.7,10,4,5,1,0,16,0,0,4,0,512,0,0,1,85,2.7,42,2299.0
484,17.3,4.2,0,1,5,1,0,16,1,0,4,1000,256,0,0,1,89,2.8,66,2599.0
148,15.6,2.3,10,5,5,1,0,16,1,1,14,0,512,0,0,1,87,2.8,59,2445.0
893,15.6,2.1,7,3,5,1,0,4,1,0,4,500,0,0,0,1,85,2.7,5,689.0
798,15.6,2.1,0,3,5,0,0,4,0,0,1,1000,0,0,0,1,11,3.0,12,395.0
219,11.6,1.5,2,0,5,0,1,4,0,0,0,0,0,32,0,2,33,1.1,34,375.0
969,15.6,2.2,10,3,4,1,0,8,0,0,4,0,256,0,0,1,63,2.5,42,549.0
1046,15.6,2.23,0,3,5,1,0,4,0,0,4,1000,0,0,0,1,48,2.0,59,544.0
252,15.6,2.59,4,1,5,1,0,16,0,0,4,1000,0,0,0,1,80,2.6,72,879.01
796,13.3,1.19,10,0,5,1,1,8,1,0,4,0,512,0,0,1,93,1.8,50,1499.0
220,15.6,2.06,4,3,5,1,1,32,0,1,14,0,1000,0,0,1,89,2.8,62,2639.0
882,17.3,2.5,7,3,5,1,0,16,0,0,4,0,512,0,0,1,93,1.8,58,1271.0
1016,15.6,2.4,11,1,5,1,0,8,0,0,4,0,256,0,0,1,66,2.5,62,1199.0
403,15.6,2.1,0,3,5,0,0,4,0,0,1,0,0,0,0,1,11,3.0,12,426.0
292,14.0,1.32,10,4,5,1,0,8,1,0,4,0,256,0,0,1,63,2.5,42,1799.0
571,14.0,1.7,10,4,7,1,0,8,0,0,4,0,256,0,0,1,79,2.6,38,1499.0
360,15.6,2.2,10,3,4,1,0,4,0,0,4,0,256,0,0,1,48,2.0,38,444.0
1026,15.6,2.4,0,3,2,1,0,8,0,0,4,1000,0,0,0,1,89,2.8,62,779.0
141,13.3,1.31,15,4,5,1,1,8,0,0,4,0,256,0,0,1,85,2.7,42,1599.0
1065,15.6,2.0,16,3,5,0,0,4,0,0,1,500,0,0,0,1,51,2.4,42,489.0
471,15.6,2.2,4,3,5,1,0,8,0,0,4,0,256,0,0,1,72,1.6,5,797.41
1017,17.3,2.73,2,1,5,1,0,16,0,0,4,1000,256,0,0,1,89,2.8,65,2049.9
600,15.6,1.8,4,3,5,0,0,4,0,0,1,500,0,0,0,2,31,1.6,32,309.0
1011,11.6,1.3,0,2,1,0,0,2,0,0,1,0,32,0,0,2,28,1.5,31,174.0
643,13.3,1.1,2,4,5,1,1,16,0,0,4,0,512,0,0,1,85,2.7,42,1748.9
553,13.3,1.4,4,4,5,1,0,4,1,0,4,0,256,0,0,1,72,1.6,5,818.35
1086,15.6,2.2,10,3,4,0,0,4,0,0,1,1000,0,0,0,4,100,1.1,35,359.99
1059,15.6,2.18,4,3,2,1,0,4,0,0,4,0,0,0,0,1,63,2.5,16,569.0
288,13.3,1.49,7,3,5,1,0,4,1,0,4,0,0,0,0,1,72,1.6,50,726.0
230,15.6,1.86,7,3,5,0,0,4,0,0,1,500,0,0,0,1,14,1.8,9,297.0
611,13.3,1.49,7,3,5,0,0,4,0,0,1,500,0,0,0,1,51,2.4,42,800.0
911,15.6,2.1,7,3,5,0,0,4,0,0,1,500,0,0,0,1,16,1.5,8,330.0
1212,15.6,1.84,7,3,5,1,0,8,0,0,4,0,256,0,0,1,85,2.7,42,1219.0
1139,15.6,2.2,10,3,4,1,0,8,0,0,4,1000,0,0,0,1,85,2.7,54,685.0
1226,14.0,1.6,4,3,5,1,0,8,0,0,4,0,256,0,0,1,63,2.5,42,859.0
418,13.3,1.11,7,3,5,1,0,8,1,0,4,0,256,0,0,1,63,2.5,42,1149.0
162,14.0,1.63,2,3,5,0,0,4,0,0,1,0,0,32,0,2,33,1.1,34,299.0
49,11.6,1.16,12,0,5,1,1,4,1,0,4,0,32,0,0,2,33,1.1,34,299.0
980,15.6,2.1,7,3,4,1,0,4,0,0,4,500,0,0,0,1,48,2.0,38,349.0
970,15.6,2.94,11,1,5,1,0,16,0,0,4,1000,256,0,0,1,80,2.6,65,1819.0
367,15.6,1.86,7,3,5,1,0,8,0,0,4,0,256,0,0,1,63,2.5,42,690.0
239,15.6,1.86,7,3,4,1,0,4,0,0,4,500,0,0,0,1,48,2.0,38,344.99
778,14.0,1.27,10,0,5,0,1,8,1,0,10,0,256,0,0,1,77,2.5,38,2339.0
17,15.6,2.09,4,3,2,0,0,4,0,0,1,500,0,0,0,1,59,2.3,38,523.63
784,12.5,1.5,4,4,7,0,0,8,0,0,1,0,256,0,0,1,59,2.3,38,1413.1
1121,13.3,1.1,2,0,5,1,1,8,0,0,4,0,256,0,0,1,72,1.6,42,1315.0
422,11.6,0.98,2,2,5,0,0,2,0,0,1,0,0,32,0,1,26,1.44,32,191.9
1042,17.3,3.35,7,1,5,1,0,12,0,0,4,1000,256,0,0,1,89,2.8,66,1999.0
842,15.6,2.06,4,3,5,1,1,8,0,1,14,0,256,0,0,1,66,2.5,62,1749.0
1260,15.6,2.1,10,3,5,0,0,4,0,0,1,500,0,0,0,1,48,2.0,38,489.9
